action,advpnsc,assignip,cookies,date,desc,dir,dst_host,duration,error_num,espauth,esptransform,eventtime,exch,fctuid,group,in_spi,init,level,locip,locport,logdesc,logid,mode,msg,nextstat,out_spi,outintf,peer_notif,phase2_name,rcvdbyte,reason,remip,remport,result,role,sentbyte,seq,spi,srccountry,stage,status,subtype,time,tunnelid,tunnelip,tunneltype,type,tz,user,useralt,vd,version,vpntunnel,xauthgroup,xauthuser
tunnel-stats,0,N/A,6411abcc6216f739/9d1911ba747ed135,2024-07-21,,,,500995,,,,1721552925564768558,,N/A,N/A,,,notice,41.106.128.162,4500,IPsec tunnel statistics,0101037141,,IPsec tunnel statistics,600,,port6,,,463603768,,41.111.161.37,14514,,,555379489,,,Algeria,,,vpn,10:08:46,790370705,N/A,ipsec,event,+0100,192.168.1.122,N/A,root,,DG,N/A,N/A
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721552836438022222,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,10:07:16,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-21,,,N/A,,,,,1721552836437911050,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,2.57.149.109,,,,,,,Russian Federation,,,vpn,10:07:16,0,,ssl-web,event,+0100,peace_is_mind-i_am_a_lost_sheep,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721552835991421430,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,10:07:15,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721552835605568030,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,10:07:15,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721552735612570626,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,10:05:35,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-21,,,N/A,,,,,1721552735612458277,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,2.57.149.109,,,,,,,Russian Federation,,,vpn,10:05:35,0,,ssl-web,event,+0100,rob.williams,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721552731887431820,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,10:05:31,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721552731106031999,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,10:05:31,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721552661308325954,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,10:04:21,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-21,,,N/A,,,,,1721552661308203722,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,2.57.149.109,,,,,,,Russian Federation,,,vpn,10:04:21,0,,ssl-web,event,+0100,rts,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721552660669406657,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,10:04:20,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721552660289625687,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,10:04:20,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721552589215031640,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,10:03:09,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-21,,,N/A,,,,,1721552589214921506,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,2.57.149.109,,,,,,,Russian Federation,,,vpn,10:03:09,0,,ssl-web,event,+0100,buytaertmada,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721552588813135176,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,10:03:08,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721552588392835599,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,10:03:08,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721552395925558548,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,205.210.31.171,,,,,,,United States,,,vpn,09:59:55,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721552395925531021,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,205.210.31.171,,,,,,,United States,,,vpn,09:59:55,0,,ssl,event,+0100,N/A,,root,,,,
negotiate,0,N/A,0112233445566778/0000000000000000,2024-07-21,,inbound,,,,,,1721552383974179405,,N/A,N/A,,remote,error,41.106.128.162,500,Progress IPsec phase 1,0101037128,main,progress IPsec phase 1,,,port6,,,,,223.113.128.133,53211,ERROR,responder,,,,China,1,failure,vpn,09:59:43,,,,event,+0100,N/A,N/A,root,,N/A,N/A,N/A
negotiate,0,N/A,0112233445566778/0000000000000000,2024-07-21,,,,,,,,1721552383974167613,,N/A,N/A,,,error,41.106.128.162,500,IPsec phase 1 error,0101037124,,IPsec phase 1 error,,,port6,NOT-APPLICABLE,,,peer SA proposal not match local policy,223.113.128.133,53211,,,,,,,,negotiate_error,vpn,09:59:43,,,,event,+0100,N/A,N/A,root,,N/A,N/A,N/A
tunnel-stats,0,N/A,6411abcc6216f739/9d1911ba747ed135,2024-07-21,,,,500395,,,,1721552325571300934,,N/A,N/A,,,notice,41.106.128.162,4500,IPsec tunnel statistics,0101037141,,IPsec tunnel statistics,600,,port6,,,461845384,,41.111.161.37,14514,,,553006218,,,Algeria,,,vpn,09:58:46,790370705,N/A,ipsec,event,+0100,192.168.1.122,N/A,root,,DG,N/A,N/A
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721551827880633676,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:50:27,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-21,,,N/A,,,,,1721551827880511836,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:50:27,0,,ssl-web,event,+0100,naga-soho13,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721551827502461454,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:50:27,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721551827025099211,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:50:26,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721551746038524498,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:49:05,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-21,,,N/A,,,,,1721551746038398730,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:49:05,0,,ssl-web,event,+0100,singo,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721551744266390921,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:49:04,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721551742591059469,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:49:02,0,,ssl,event,+0100,N/A,,root,,,,
tunnel-stats,0,N/A,6411abcc6216f739/9d1911ba747ed135,2024-07-21,,,,499795,,,,1721551725571296125,,N/A,N/A,,,notice,41.106.128.162,4500,IPsec tunnel statistics,0101037141,,IPsec tunnel statistics,600,,port6,,,459608184,,41.111.161.37,14514,,,551257044,,,Algeria,,,vpn,09:48:46,790370705,N/A,ipsec,event,+0100,192.168.1.122,N/A,root,,DG,N/A,N/A
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721551363076350148,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:42:43,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-21,,,N/A,,,,,1721551363076240822,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:42:42,0,,ssl-web,event,+0100,jamie,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721551361590141896,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:42:41,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721551361201740759,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:42:41,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721551202414011307,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:40:02,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-21,,,N/A,,,,,1721551202413905602,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:40:02,0,,ssl-web,event,+0100,patricia.mckenzie,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721551201391304240,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:40:01,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721551200690854231,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:40:00,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721551132243246717,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:38:52,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-21,,,N/A,,,,,1721551132243133132,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:38:52,0,,ssl-web,event,+0100,nathalie.baeyst,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721551131850665050,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:38:51,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721551131471517667,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:38:51,0,,ssl,event,+0100,N/A,,root,,,,
tunnel-stats,0,N/A,6411abcc6216f739/9d1911ba747ed135,2024-07-21,,,,499195,,,,1721551125562085861,,N/A,N/A,,,notice,41.106.128.162,4500,IPsec tunnel statistics,0101037141,,IPsec tunnel statistics,600,,port6,,,458404120,,41.111.161.37,14514,,,549683094,,,Algeria,,,vpn,09:38:46,790370705,N/A,ipsec,event,+0100,192.168.1.122,N/A,root,,DG,N/A,N/A
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721551048460206669,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:37:28,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-21,,,N/A,,,,,1721551048460087994,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:37:28,0,,ssl-web,event,+0100,bquegneaux,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721551047980626613,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:37:27,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721551047618639175,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:37:27,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721550840346028614,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:34:00,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-21,,,N/A,,,,,1721550840345912305,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:34:00,0,,ssl-web,event,+0100,lan,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721550837503003851,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:33:57,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721550836296158206,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:33:56,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721550761745686371,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:32:41,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-21,,,N/A,,,,,1721550761745565362,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:32:41,0,,ssl-web,event,+0100,qqnt7mg9,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721550761347026272,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:32:41,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721550760996751912,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:32:40,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721550575482847352,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:29:35,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721550575203263456,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:29:35,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721550575203225682,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:29:35,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721550574321691866,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:29:34,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721550555754428230,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:29:15,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-21,,,N/A,,,,,1721550555754327926,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:29:15,0,,ssl-web,event,+0100,kikies,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721550555356665115,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:29:15,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721550554639044020,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:29:14,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721550548425607497,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:29:08,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-21,,,N/A,,,,,1721550548425484993,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:29:08,0,,ssl-web,event,+0100,ena.k,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721550548028961118,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:29:07,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721550547646035130,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:29:07,0,,ssl,event,+0100,N/A,,root,,,,
tunnel-stats,0,N/A,6411abcc6216f739/9d1911ba747ed135,2024-07-21,,,,498595,,,,1721550525569184517,,N/A,N/A,,,notice,41.106.128.162,4500,IPsec tunnel statistics,0101037141,,IPsec tunnel statistics,600,,port6,,,456970552,,41.111.161.37,14514,,,546965620,,,Algeria,,,vpn,09:28:46,790370705,N/A,ipsec,event,+0100,192.168.1.122,N/A,root,,DG,N/A,N/A
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721550321107695365,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,09:25:21,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-21,,,N/A,,,,,1721550321107573585,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,94.232.47.205,,,,,,,Russian Federation,,,vpn,09:25:21,0,,ssl-web,event,+0100,health,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721550320731703211,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,09:25:20,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721550320355620481,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,09:25:20,0,,ssl,event,+0100,N/A,,root,,,,
ssl-exit-error,,,,2024-07-21,,,N/A,,,,,1721550044238802667,,N/A,N/A,,,error,,,SSL VPN exit error,0101039946,,SSL exit error,,,,,,,N/A,199.45.154.125,,,,,,,United States,,,vpn,09:20:44,0,,ssl,event,+0100,N/A,,root,,,,
ssl-exit-error,,,,2024-07-21,,,N/A,,,,,1721550042118565646,,N/A,N/A,,,error,,,SSL VPN exit error,0101039946,,SSL exit error,,,,,,,N/A,199.45.154.125,,,,,,,United States,,,vpn,09:20:42,0,,ssl,event,+0100,N/A,,root,,,,
ssl-exit-error,,,,2024-07-21,,,N/A,,,,,1721550039927921081,,N/A,N/A,,,error,,,SSL VPN exit error,0101039946,,SSL exit error,,,,,,,N/A,199.45.154.125,,,,,,,United States,,,vpn,09:20:39,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721550038205632329,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,199.45.154.125,,,,,,,United States,,,vpn,09:20:38,0,,ssl,event,+0100,N/A,,root,,,,
ssl-new-con,,,,2024-07-21,,,N/A,,,,,1721550037425570162,,N/A,N/A,,,information,,,SSL VPN new connection,0101039943,,SSL new connection,,,,,,,N/A,199.45.154.125,,,,,,,United States,,,vpn,09:20:37,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721550033786067451,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,199.45.154.125,,,,,,,United States,,,vpn,09:20:33,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721550031874568782,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,199.45.154.125,,,,,,,United States,,,vpn,09:20:31,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721550030639075362,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,199.45.154.125,,,,,,,United States,,,vpn,09:20:30,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721550030639045410,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,199.45.154.125,,,,,,,United States,,,vpn,09:20:30,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721550026042226196,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,199.45.154.125,,,,,,,United States,,,vpn,09:20:26,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721549996371701298,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:19:56,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-21,,,N/A,,,,,1721549996371584311,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:19:56,0,,ssl-web,event,+0100,isabelle.morisette,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721549995962501622,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:19:55,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721549995485396565,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:19:55,0,,ssl,event,+0100,N/A,,root,,,,
error,0,N/A,N/A,2024-07-21,,,,,Received ESP packet with unknown SPI.,,,1721549936193856814,,N/A,N/A,,,error,41.106.128.164,500,IPsec ESP,0101037131,,IPsec ESP,,,port6,,,,,199.45.154.178,4500,,,,07fcfd52,4d658221,,,esp_error,vpn,09:18:56,,,,event,+0100,N/A,N/A,root,,N/A,N/A,N/A
tunnel-stats,0,N/A,6411abcc6216f739/9d1911ba747ed135,2024-07-21,,,,497995,,,,1721549925567680727,,N/A,N/A,,,notice,41.106.128.162,4500,IPsec tunnel statistics,0101037141,,IPsec tunnel statistics,600,,port6,,,455615640,,41.111.161.37,14514,,,545687417,,,Algeria,,,vpn,09:18:46,790370705,N/A,ipsec,event,+0100,192.168.1.122,N/A,root,,DG,N/A,N/A
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721549822200265065,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:17:02,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-21,,,N/A,,,,,1721549822200152518,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:17:02,0,,ssl-web,event,+0100,sara.edhall,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721549821347959829,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:17:01,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721549816838654472,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,09:16:56,0,,ssl,event,+0100,N/A,,root,,,,
